id,split,claim,context
8154,dev,Homo sapiens are considered extinct on the IUCN Red List.,107749; 107749; 107749
8155,dev,Fist of Legend is a remake of an 1872 film.,44766
8156,dev,There is a Spanish-language television network called Telemundo.,164371; 164383; 164383
8157,dev,Anne Rice was born in the south.,191659
8158,dev,Linkin Park's fourth single was In the End.,158224
8159,dev,Ian Brennan was born in the 1970s.,225793
8160,dev,Mickey Rourke appeared in Iron Man 2.,189867
8161,dev,Raabta (song) is a song from a Hollywood film called Agent Vinod.,262075
8162,dev,Fist of Legend is a remake of Fist of Fury.,129565
8163,dev,Danny Brown was incapable of being named anything.,73376
8164,dev,Riverdale's executive producer is Greg Berlanti since 2012.,60310
8165,dev,Aristotle was a student of Plato's Academy.,166085
8166,dev,The first inauguration of Bill Clinton was on the West Front of the White House lawn.,121975
8167,dev,Make It or Break It ended in the 5th season.,79062
8168,dev,Tatum O'Neal played professional tennis with John McEnroe.,24175
8169,dev,Fred Armisen is a frog.,259407; 259407; 259407; 259407; 259407; 259407; 261136; 261136; 261136; 261136; 261136; 261136; 321356; 321356; 321356; 321356; 321358; 321358; 321359; 321359; 321359; 321359; 321359; 321371; 321371; 321371; 321371; 321371; 321371
8170,dev,"Ingushetia was established on June 4th, 1992.",97011
8171,dev,I Kissed a Girl is part of the jazz album One of the Boys.,116926
8172,dev,A View to a Kill is only a Batman film.,157351
8173,dev,Sora (Kingdom Hearts) is a fictional character.,57292
8174,dev,Billie Joe Armstrong was born in the early 1970s.,145481
8175,dev,Muscarinic acetylcholine receptors are barely known as mAChRs.,299600
8176,dev,Marco Polo was an Asia.,90174
8177,dev,Justin Chatwin is a Canadian actor.,73982
8178,dev,Muscarinic acetylcholine receptors form codes.,145051
8179,dev,Shawn Carlson is only a business writer.,104651
8180,dev,Jeong Hyeong-don is a comedian.,230045
8181,dev,Daggering is traditional.,40382
8182,dev,Global warming is expected to be greatest in the Caribbean.,141487
8183,dev,Wales received a significant amount of income from mining in the nineteenth and twentieth century.,18709
8184,dev,Edmund H. North was British.,101240
8185,dev,Miranda Otto is the mother of actress Gracie Otto.,57071; 57077
8186,dev,"Due to popular demand, Pirates of the Caribbean was added to Magic Kingdom in 1973",275725
8187,dev,"In 1987, Cher was released.",218103
8188,dev,The Washington Wizards won a conference title in 2017.,169791
8189,dev,Aunt May is a character that often plays only a minor role.,203703
8190,dev,The Pelican Brief is based on a novel by an American writer who shot Glenn Howerton.,258711
8191,dev,Joe Walsh was inducted in a speedy manner.,140197
8192,dev,"Mason Evans, Jr. grows up in Texas with divorced parents.",234494
8193,dev,Tom Baker has narrated a type of advertisement.,190469; 190470
8194,dev,James Earl Jones is known for his live-action roles.,170447
8195,dev,Tilda Swinton is a performance artist and model.,227792
8196,dev,A song by Chaka Khan was released in the 20th century.,36993
8197,dev,The Gifted is a television series and is acclaimed.,161053
8198,dev,Don Bradman had years in which things happened.,195830
8199,dev,The 1974 crime film The Sugarland Express is in the home DVD library of Steven Spielberg.,240264
8200,dev,Forceps are used for grasping objects.,211585
8201,dev,"In 2011, Colombiana was released.",122891
8202,dev,José Ferrer was an actor.,19592
8203,dev,The Indian Army derives its manpower from volunteers.,76261
8204,dev,Tim McGraw was in a movie with Reese Witherspoon.,28748
8205,dev,60 percent of the University of Mississippi's popularity comes from TV.,70537
8206,dev,Villa Park was declined the responsibility of hosting the 2012 FA Community Shield.,157487
8207,dev,Phillip Glass has written popular film scores.,190000
8208,dev,Stephen Colbert hosts Jimmy Kimmel Live.,105328
8209,dev,Rupert Murdoch is the leader of an organization.,100414; 100414
8210,dev,Island Records was named in Jamaica.,272420
8211,dev,The Saw franchise is a collection of films.,63374
8212,dev,John Dolmayan is a singer.,100356
8213,dev,Advertising is a nonpersonal message.,43438; 43438
8214,dev,Michael Vick is a former soccer center back.,198371
8215,dev,"Diana, Princess of Wales never married.",218614; 218614
8216,dev,Mickey Rourke appeared in Thor.,189890
8217,dev,A Milli is a song by someone born in 1992.,69843
8218,dev,West Virginia borders Chipotle to the northwest.,89201
8219,dev,"Dan O'Bannon was killed on December 17th, 2009.",183974
8220,dev,The Road to El Dorado is a television series.,144602; 144611; 144612
8221,dev,Mani Ratnam is widely credited with revolutionising the Tamil film industry in the 1960s.,216571
8222,dev,The Cry of the Owl is based on the book The Cry of the Owl.,203314
8223,dev,Sidse Babett Knudsen works on Burn Notice.,176437
8224,dev,One dictator in this world was named Fidel Castro.,161047
8225,dev,A monster is a beast.,153018
8226,dev,Bullitt is an American drama and thriller from Dreamworks.,262168
8227,dev,Princess Mononoke has a fun setting.,211439
8228,dev,Victoria Palace Theatre is in a corpse.,43340
8229,dev,Samwell Tarly is a protagonist.,244442
8230,dev,Bessie Smith was a blues singer.,58630; 58630
8231,dev,Mogadishu is a capital city.,210943
8232,dev,Cadet Kelly declined a casting to Hilary Duff.,192755
8233,dev,Trevor Griffiths was born in a castle.,178048
8234,dev,Kenneth Lonergan is from New York.,214265
8235,dev,The horse was called a Eohippus when it had five toes.,105826
8236,dev,Selena Gomez & the Scene's debut album is Kiss & Tell.,198585
8237,dev,Veeru Devgan is an action film director.,168205; 168205; 170413; 172374; 312475
8238,dev,The Columbia River has channels.,169336
8239,dev,Shane Black is an American producer and actor.,58125
8240,dev,Keith Urban was released by Capitol Nashville in 2011.,223845
8241,dev,Shadowhunters premiered on Freeform.,45780
8242,dev,Southampton F.C. is only a cricket club.,267303
8243,dev,"Kellyanne Conway has not used the phrase ""alternative facts.""",279737; 281437; 328145; 328147
8244,dev,Bowen was the location where production took place for the movie Australia (2008 film).,168991
8245,dev,Veeram is an Japanese Tamil film.,188641
8246,dev,Mogadishu's location is Somalia.,211281; 211281; 211281
8247,dev,Tool has produced albums.,29152
8248,dev,"On November 5, 1960, Tilda Swinton was born.",227773; 227775; 227776
8249,dev,Cadet Kelly failed to be released.,192722
8250,dev,The Lincoln-Douglas debates happened in a town.,157240
8251,dev,You Belong with Me has yet to be performed as part of a tour.,177363
8252,dev,Aleister Crowley was a prince.,164594
8253,dev,Match Point is an exploration of themes of morality and greed.,165038
8254,dev,Colombiana is a French sandwich.,159642
8255,dev,"The Prowler was made by Stan Lee, John Buscema, and Jim Mooney.",109627
8256,dev,Randy Savage wears clothes.,113886
8257,dev,Finding Dory was written by someone who is based at Disney.,213704
8258,dev,The Columbia River has been equipped with locks.,257144; 258789; 260311; 321201
8259,dev,Bad Romance was one of the best-selling EPs of all time.,85308; 85308; 85308
8260,dev,Game of Thrones (season 7) has seasons from 1 to 6.,297430
8261,dev,Amyotrophic lateral sclerosis starts earlier in genetic cases.,102898
8262,dev,Richard Rutowski heavily revised the screenplay for Natural Born Killers.,235604; 235607
8263,dev,Rage Against the Machine is a choir.,108375
8264,dev,The Road to El Dorado is only a podcast.,109557
8265,dev,Dakota Fanning is incapable of being in film roles.,237599; 237599; 237599; 237599; 237602; 237602; 237602; 237602
8266,dev,Underdog was set in the house of Amy Adams.,40723
8267,dev,Victoria Palace Theatre is in the City of Westminster.,77616
8268,dev,Johanna Braddy has no acting credits from 2015.,191997; 192000
8269,dev,Duane Chapman quit being a bail bondsman to be a bounty hunter.,52421
8270,dev,Matthew Gray Gubler is an artist.,163334
8271,dev,Jean-Michel Basquiat died in a restaurant.,223640
8272,dev,Kentucky is the site of Lincoln's Home.,268054
8273,dev,Ralph Fults was associated with the musical organization the Barrow Gang.,266598
8274,dev,Southpaw's writer was Kurt Sutter.,211250
8275,dev,Touchscreens are used in telephones.,149490
8276,dev,Edgar Wright is English.,184121; 184122; 184128
8277,dev,Tottenham Hotspur F.C. was the first British club to sell a UEFA club competition.,181152
8278,dev,A&E was previously the Arts & Entertainment Network.,263241
8279,dev,Gin derives its main flavour from juniper berries from Scotland.,31564
8280,dev,Sleipnir is only a ferret.,78976; 78976; 78976
8281,dev,At least 13.2 million people speak the Greek language.,135448
8282,dev,Polar bears are classified as marine reptiles.,189754
8283,dev,Penélope Cruz has done modeling.,122414; 122414
8284,dev,Miranda Otto is the aunt of Lindsay Otto.,38701
8285,dev,The Closer's final season was its ninth season.,250361; 250363; 250366
8286,dev,TakePart is the digital division of a university.,293136; 293137; 341452; 341759
8287,dev,Drake Bell is a model.,194456
8288,dev,Mary of Teck's son abdicated the throne in 1902.,155735
8289,dev,The Presidency of Lockheed Martin is vacant at present.,239364
8290,dev,Charles Manson was the sole leader of what became known as the Manson Family.,48454
8291,dev,Aleister Crowley was French.,126987; 126987
8292,dev,Dakota Fanning is not an actress.,73421; 73421
8293,dev,Larry Wilmore is Canadian.,193470
8294,dev,Billie Joe Armstrong finished college on the 17th.,129154
8295,dev,You Belong with Me was performed live on tour.,32284
8296,dev,The series finale of Make It or Break It ended in 2014.,52549
8297,dev,The middle name of Wilhelmina Slater is Vivian.,173580
8298,dev,Margaret Thatcher was the most senior politician within the Conservative Party in the United States.,144947
8299,dev,The Battle of France led to the collapse of the French currency.,283713
8300,dev,Renato Balestra came from a family.,156613
8301,dev,Yandex operates in Europe.,223847
8302,dev,Physical entities are distinguished by life.,66573
8303,dev,The principal photography of The Disaster Artist (film) is incapable of starting.,267334
8304,dev,Juventus F.C. is the second oldest ultimate frisbee club in Italy.,173921; 173921; 173921
8305,dev,Caroline Kennedy is Japanese.,177986
8306,dev,Anushka Sharma acts.,85120; 85120; 85120; 85120; 85120
8307,dev,Ernest Medina was court martialed in 1982.,214322
8308,dev,Life is inapplicable to some objects.,137045
8309,dev,"Mason Evans, Jr. grows up in Texas.",234486
8310,dev,The Bassoon King was written by Rainn Wilson in 2008.,36745
8311,dev,Derek Hough starred in a grave.,112985
8312,dev,To Pimp a Butterfly was a song.,189366; 189366; 189366; 189366; 189366; 189366; 189366; 189366; 189366
8313,dev,Eric Church is a songwriter.,50346
8314,dev,West Virginia borders Maryland to the northeast.,48570
8315,dev,Dakota Fanning is incapable of being involved with a film called Coraline.,237597
8316,dev,Wish Upon is a supernatural horror thriller book.,144562
8317,dev,Amyotrophic lateral sclerosis is an affliction.,54236
8318,dev,Kuching is a province of Taiwan.,147054; 147054; 147054; 147054; 147054; 147054; 147054; 147054; 147054
8319,dev,Oscar de la Hoya was The Ring magazine's top-rated fighter in the world in 1997 and 1999.,222186
8320,dev,Earl Scruggs was Jewish.,200755
8321,dev,Caroline Kennedy is an attorney for OJ Simpson.,15541
8322,dev,A View to a Kill is a title.,106088; 111004; 113978; 308241; 309637; 309637
8323,dev,There are zero Polynesian languages.,239639
8324,dev,The Battle of France happened during World War I.,129896
8325,dev,Magic Johnson played for the Lakers.,66164; 66164; 66164; 66164
8326,dev,There is a horse called Sleipnir.,156188
8327,dev,Soul Food is the only comedy film to ever exist.,98894
8328,dev,Connie Nielsen wrote the second season of The Following.,171669
8329,dev,The screenplay for Natural Born Killers was heavily revised by screenwriter David Veloz.,235598
8330,dev,James Jones has not won the Three-Point Contest.,69944
8331,dev,Bhagat Singh was diabetic.,160824
8332,dev,Garden State was at a corpse.,79894
8333,dev,Vedam is only a 2011 American horror film.,51081
8334,dev,"Brick (film) was written by an American writer, producer, director, and voice actor.",250982
8335,dev,Margaret Thatcher was a prime minister in Canada.,70686; 70686
8336,dev,Life is American.,48870
8337,dev,The horse has grown in size as it evolved.,58467; 58479; 58605
8338,dev,Mani Ratnam credited with revolutionising the Tamil film industry only by his mother.,216579
8339,dev,Sora (Kingdom Hearts) has zero friends.,98280; 98280
8340,dev,Only dramatic performers host Weekly Idol.,255975
8341,dev,Always premiered in 1492.,142143
8342,dev,Wentworth Miller made his screenwriting debut with the 2016 thriller film Stoker.,208610; 208613
8343,dev,Men in Black II is an American film.,105926; 109072; 110864; 308213; 309603
8344,dev,Avenged Sevenfold was released online.,239262
8345,dev,Penélope Cruz has done modeling for Mango.,99352
8346,dev,"Shane Black was born on December 16th, 1961.",73671
8347,dev,Ian Brennan is a television writer.,225628
8348,dev,Lost (TV series) is a series of stories.,118123
8349,dev,DJ Quik is strictly Canadian.,254363
8350,dev,Brad Wilk was a drummer for a soft rock band.,241376
8351,dev,Ann Richards was an American.,27679
8352,dev,The current President of Lockheed Martin is female.,239375
8353,dev,Jennifer Lopez created a studio record.,69232; 69232; 69232; 69232; 69232
8354,dev,"Entourage (film) was released on June 3rd, 2015.",199108
8355,dev,Lou Gehrig got more votes than anyone else on the Major League Baseball All-Century Team in 1987.,44431
8356,dev,James VI and I began the British colonization of Africa.,50726
8357,dev,Dan O'Bannon is still alive.,296476; 298062; 300216; 343239; 343809
8358,dev,Dreamer (2005 film) was written by John Gatins.,255554
